  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
2513 ( 5.983306e+05 , -3.665491e+04 ) 
2514 ( 4.218661e+04 , 9.899191e+05 ) 
2515 ( 1.147846e+06 , 7.301714e+05 ) 
2516 ( 1.851677e+06 , -2.419453e+05 ) 
2517 ( 1.382192e+06 , -1.429171e+06 ) 
2518 ( 4.195009e+05 , 4.243028e+05 ) 
2519 ( -6.732919e+05 , 9.458963e+05 ) 
2520 ( -1.482142e+06 , 2.263599e+05 ) 
2521 ( -5.173692e+05 , -5.295957e+05 ) 
2522 ( 8.125053e+05 , -2.194410e+04 ) 
2523 ( -1.153218e+06 , 1.572903e+05 ) 
2524 ( 9.027905e+05 , 2.813444e+05 ) 
2525 ( 1.099447e+06 , -6.984918e+05 ) 
2526 ( -1.313471e+06 , 7.494396e+04 ) 
2527 ( -3.959864e+05 , 1.693119e+06 ) 
2528 ( 6.451646e+05 , 2.426141e+05 ) 
2529 ( 1.104285e+06 , -7.089747e+05 ) 
2530 ( 1.090900e+06 , 6.294471e+05 ) 
2531 ( 1.148000e+06 , -1.438704e+05 ) 
2532 ( 2.244788e+06 , -7.321301e+05 ) 
2533 ( 9.521574e+05 , -1.895096e+06 ) 
2534 ( 9.129436e+05 , -5.074191e+05 ) 
2535 ( -4.675447e+05 , 1.719613e+06 ) 
2536 ( -2.536096e+05 , 1.577166e+06 ) 
2537 ( 1.211469e+06 , -3.682716e+04 ) 
2538 ( 1.754560e+06 , 2.151339e+05 ) 
2539 ( -7.361975e+05 , 1.038615e+05 ) 
2540 ( 3.672540e+05 , -1.229322e+06 ) 
2541 ( 3.368669e+05 , -9.576653e+05 ) 
2542 ( -6.831382e+05 , 9.352041e+05 ) 
2543 ( -4.628151e+04 , -1.418588e+05 ) 
2544 ( -4.206293e+05 , 7.744315e+05 ) 
2545 ( 1.721681e+05 , -6.878915e+05 ) 
2546 ( 3.715365e+05 , -1.245262e+06 ) 
2547 ( -8.167881e+05 , 1.636555e+06 ) 
2548 ( 3.482020e+05 , -1.458404e+05 ) 
2549 ( 9.002226e+05 , -4.604382e+05 ) 
2550 ( -5.608135e+05 , 1.301488e+06 ) 
2551 ( -1.570664e+06 , -5.515049e+05 ) 
2552 ( -1.099273e+06 , -8.506097e+05 ) 
2553 ( 1.108391e+06 , -1.724333e+06 ) 
2554 ( 1.475727e+05 , -1.018635e+06 ) 
2555 ( -2.931064e+06 , 1.699745e+06 ) 
2556 ( -6.246627e+05 , -1.996206e+06 ) 
2557 ( 7.856500e+05 , -2.206440e+06 ) 
2558 ( -1.491829e+06 , -6.023423e+05 ) 
2559 ( 1.456919e+05 , 2.369368e+06 ) 
2560 ( -6.781411e+05 , 1.332614e+06 ) 
2561 ( 6.793609e+04 , 1.105575e+06 ) 
2562 ( -2.178076e+05 , 6.837045e+05 ) 
2563 ( -4.054624e+05 , -1.985733e+06 ) 
2564 ( 9.309462e+05 , -7.166203e+05 ) 
2565 ( 1.165171e+06 , -1.611217e+06 ) 
2566 ( 1.454740e+05 , -2.518180e+06 ) 
2567 ( -1.428664e+06 , -2.980701e+05 ) 
2568 ( 2.202193e+06 , -8.796171e+05 ) 
2569 ( -3.567998e+05 , 2.969346e+05 ) 
2570 ( 7.787876e+06 , -3.929172e+05 ) 
2571 ( -7.299216e+06 , -1.381494e+06 ) 
2572 ( -4.424097e+06 , 6.749096e+05 ) 
2573 ( -2.378326e+06 , -2.304545e+05 ) 
2574 ( -1.990213e+06 , -1.339352e+06 ) 
2575 ( 1.213331e+06 , -3.084281e+05 ) 
2576 ( 3.204435e+06 , -2.211875e+05 ) 
2577 ( -1.137621e+06 , -2.467724e+06 ) 
2578 ( -2.700638e+05 , -1.948731e+06 ) 
2579 ( -4.689999e+05 , -1.174343e+06 ) 
2580 ( -1.792921e+06 , -2.129251e+06 ) 
2581 ( -8.201249e+04 , -3.343513e+05 ) 
2582 ( -1.615457e+06 , -7.396559e+05 ) 
2583 ( -1.051690e+05 , -4.316526e+05 ) 
2584 ( 1.158577e+05 , -1.245235e+06 ) 
2585 ( -6.494095e+05 , -1.198002e+06 ) 
2586 ( -1.036838e+06 , -1.454876e+06 ) 
2587 ( -1.960278e+06 , -6.961898e+05 ) 
2588 ( -2.054929e+06 , -1.033051e+06 ) 
2589 ( 4.008151e+05 , -1.311816e+06 ) 
2590 ( -1.984932e+05 , -1.860983e+06 ) 
2591 ( 1.177252e+05 , -7.773014e+05 ) 
2592 ( -9.113079e+04 , -1.496454e+06 ) 
2593 ( -6.640162e+04 , -2.210970e+06 ) 
2594 ( -1.467535e+06 , -1.132141e+06 ) 
2595 ( -1.495736e+06 , -2.245767e+05 ) 
2596 ( -6.254813e+05 , -1.981614e+06 ) 
2597 ( -9.631486e+05 , -7.685237e+05 ) 
2598 ( -3.027691e+05 , -4.949308e+05 ) 
2599 ( -3.934269e+05 , 8.743485e+05 ) 
2600 ( -1.262394e+06 , -4.738216e+05 ) 
2601 ( 1.330567e+06 , -1.545786e+06 ) 
2602 ( 6.352050e+05 , -1.922061e+06 ) 
2603 ( 2.026197e+05 , -1.087358e+06 ) 
2604 ( 5.808775e+05 , -1.174995e+06 ) 
2605 ( -1.607013e+05 , -1.514979e+06 ) 
2606 ( -2.616282e+06 , -5.091537e+05 ) 
2607 ( -1.849895e+06 , 6.311851e+05 ) 
2608 ( -2.050420e+05 , -1.565713e+06 ) 
2609 ( -1.083595e+06 , -1.863004e+06 ) 
2610 ( -1.871217e+06 , -6.883324e+05 ) 
2611 ( -1.843762e+06 , 1.557783e+06 ) 
2612 ( -2.799087e+06 , -3.438169e+05 ) 
2613 ( 5.222926e+05 , -1.147483e+06 ) 
2614 ( -2.211172e+05 , -1.372175e+06 ) 
2615 ( -9.963607e+05 , -1.830638e+05 ) 
2616 ( -1.044022e+06 , -9.558477e+05 ) 
2617 ( 4.427263e+05 , -1.367596e+06 ) 
2618 ( -1.406553e+05 , -4.306620e+05 ) 
2619 ( -1.206235e+04 , 1.039634e+04 ) 
2620 ( 1.425443e+05 , -1.338117e+06 ) 
2621 ( 5.056270e+04 , -6.025654e+05 ) 
2622 ( -5.102457e+05 , -1.633873e+05 ) 
2623 ( -8.288612e+05 , 1.443622e+06 ) 
2624 ( -3.141640e+05 , 9.713149e+04 ) 
2625 ( 1.208631e+06 , -1.456653e+06 ) 
2626 ( 2.600428e+05 , -1.357211e+06 ) 
2627 ( -9.631526e+05 , -4.415964e+05 ) 
2628 ( -7.923707e+04 , -8.714017e+05 ) 
2629 ( 1.715739e+06 , -1.332765e+06 ) 
2630 ( 5.380761e+05 , 4.950164e+05 ) 
2631 ( -1.342776e+06 , 1.738612e+06 ) 
2632 ( 3.769115e+05 , -7.270061e+05 ) 
2633 ( 1.723776e+06 , -1.619370e+06 ) 
2634 ( 2.232688e+04 , -9.695514e+04 ) 
2635 ( -5.792401e+05 , 1.293344e+06 ) 
2636 ( 8.453124e+05 , 3.648165e+05 ) 
2637 ( 6.083536e+05 , -3.942496e+05 ) 
2638 ( -7.186216e+05 , 1.313409e+06 ) 
2639 ( -2.128458e+06 , 2.282553e+06 ) 
2640 ( -6.700194e+05 , 4.121388e+05 ) 
2641 ( -5.448813e+05 , -4.864680e+04 ) 
2642 ( -1.741012e+06 , -3.465643e+06 ) 
2643 ( 4.775594e+04 , -7.351320e+04 ) 
2644 ( -7.386899e+05 , -1.364464e+06 ) 
2645 ( 1.280340e+06 , -8.206877e+05 ) 
2646 ( 1.183160e+05 , -1.936258e+06 ) 
2647 ( -2.811035e+06 , -1.898004e+06 ) 
2648 ( 1.046091e+06 , -7.264868e+05 ) 
2649 ( 7.191817e+05 , -9.220086e+03 ) 
2650 ( -1.397635e+06 , -1.505966e+06 ) 
2651 ( 2.028983e+06 , 3.130325e+05 ) 
2652 ( 1.764618e+05 , 1.319638e+06 ) 
2653 ( 3.486908e+05 , 9.002554e+05 ) 
2654 ( 1.930025e+06 , 1.302670e+05 ) 
2655 ( 5.984148e+05 , 3.803413e+05 ) 
2656 ( 1.356275e+06 , 1.123028e+06 ) 
2657 ( -9.568330e+05 , 1.179770e+06 ) 
2658 ( -4.354928e+05 , 1.437538e+06 ) 
2659 ( 1.506702e+06 , 2.782968e+05 ) 
2660 ( 1.160653e+06 , 5.948195e+05 ) 
2661 ( 1.391678e+06 , 3.105660e+05 ) 
2662 ( 2.147316e+06 , 8.704342e+05 ) 
2663 ( -5.066651e+05 , 3.199480e+05 ) 
2664 ( 8.954486e+05 , 1.164068e+06 ) 
2665 ( 3.702595e+05 , 6.930360e+05 ) 
2666 ( 4.024664e+05 , 7.110964e+05 ) 
2667 ( 1.017546e+06 , 5.301233e+05 ) 
2668 ( 6.398945e+05 , 1.196078e+06 ) 
2669 ( 6.981571e+05 , 6.591329e+05 ) 
2670 ( 1.311381e+06 , 1.240774e+06 ) 
2671 ( -4.631133e+05 , 1.260144e+06 ) 
2672 ( 7.652291e+05 , 1.702076e+06 ) 
2673 ( 2.475566e+05 , 4.787200e+05 ) 
2674 ( 1.211640e+05 , 1.337407e+06 ) 
2675 ( 8.710179e+05 , 1.567689e+06 ) 
2676 ( 6.699692e+05 , 6.891153e+05 ) 
2677 ( 7.301070e+05 , -5.360022e+05 ) 
2678 ( 1.258881e+06 , 1.528317e+06 ) 
2679 ( -5.806023e+04 , 1.091529e+05 ) 
2680 ( -5.224287e+05 , 1.643413e+06 ) 
2681 ( -8.911144e+05 , 1.271437e+06 ) 
2682 ( -1.381695e+05 , 6.402373e+05 ) 
2683 ( -3.251727e+05 , 2.058529e+06 ) 
2684 ( 2.581855e+06 , 1.612916e+06 ) 
2685 ( 1.169437e+06 , 2.400517e+05 ) 
2686 ( 6.794132e+03 , 2.045959e+06 ) 
2687 ( 1.121558e+06 , 2.495304e+06 ) 
2688 ( 2.668881e+06 , 1.308433e+06 ) 
2689 ( 4.143388e+06 , -2.168893e+06 ) 
2690 ( 3.675511e+06 , 1.223596e+06 ) 
2691 ( -2.959238e+05 , 1.037165e+06 ) 
2692 ( 1.355310e+05 , 1.197098e+06 ) 
2693 ( -8.068527e+05 , 1.009568e+06 ) 
2694 ( 1.058767e+06 , 1.516356e+06 ) 
2695 ( 5.810038e+05 , 8.938260e+05 ) 
2696 ( 1.080954e+06 , 1.135142e+06 ) 
2697 ( 7.335853e+05 , -1.095154e+05 ) 
2698 ( 6.116377e+05 , 9.020463e+05 ) 
2699 ( -1.399107e+05 , 2.095453e+06 ) 
2700 ( 7.690702e+05 , 1.152751e+06 ) 
2701 ( 9.695516e+05 , -1.883204e+05 ) 
2702 ( 8.869887e+05 , 1.443126e+06 ) 
2703 ( -8.599412e+05 , 5.297940e+05 ) 
2704 ( -1.258183e+05 , 9.843999e+05 ) 
2705 ( 1.542669e+06 , -2.920111e+05 ) 
2706 ( 6.604569e+05 , 7.319289e+05 ) 
2707 ( -1.719200e+06 , 2.590863e+06 ) 
2708 ( 2.339825e+04 , 1.712794e+06 ) 
2709 ( 9.223460e+05 , 2.870418e+05 ) 
2710 ( -5.708885e+05 , 1.613094e+06 ) 
2711 ( -5.187378e+05 , 1.262252e+06 ) 
2712 ( 5.224595e+05 , -5.509715e+05 ) 
2713 ( 1.765997e+06 , -1.765308e+06 ) 
2714 ( 5.802641e+05 , 8.393943e+05 ) 
2715 ( -1.429258e+06 , 2.130190e+06 ) 
2716 ( 1.226370e+06 , 1.313136e+06 ) 
2717 ( 9.613989e+05 , -1.156183e+06 ) 
2718 ( 8.867956e+04 , -1.943138e+05 ) 
2719 ( 1.829056e+06 , 5.481872e+05 ) 
2720 ( 2.308117e+06 , -9.901421e+05 ) 
2721 ( 2.587311e+06 , -5.305474e+05 ) 
2722 ( 2.461971e+06 , 1.250494e+06 ) 
2723 ( -1.303983e+06 , -2.816683e+06 ) 
2724 ( 2.323451e+05 , 2.992560e+05 ) 
2725 ( 4.179571e+05 , 5.573910e+05 ) 
2726 ( 1.306774e+06 , -2.053421e+04 ) 
2727 ( 1.428030e+06 , 7.731113e+05 ) 
2728 ( 1.335649e+05 , 6.782113e+05 ) 
2729 ( 5.865213e+05 , -1.044682e+06 ) 
2730 ( 1.100752e+06 , -7.026660e+05 ) 
2731 ( 1.762340e+06 , -4.460844e+05 ) 
2732 ( 2.359169e+06 , 4.780419e+05 ) 
2733 ( 1.396846e+06 , 2.957612e+05 ) 
2734 ( 1.973669e+06 , 9.314412e+05 ) 
2735 ( 1.596018e+06 , 4.501185e+05 ) 
2736 ( 5.527565e+05 , 1.393928e+06 ) 
2737 ( -3.237650e+05 , 3.148453e+05 ) 
2738 ( 1.834140e+06 , 6.032805e+05 ) 
2739 ( 1.030989e+06 , 1.127177e+06 ) 
2740 ( 1.280065e+06 , 5.542151e+05 ) 
2741 ( 3.605982e+05 , 4.074247e+05 ) 
2742 ( 5.196021e+05 , 1.543328e+06 ) 
2743 ( -5.699279e+05 , 2.086657e+05 ) 
2744 ( -1.247542e+06 , -9.950413e+05 ) 
2745 ( 4.063981e+05 , -1.471583e+06 ) 
2746 ( 7.978357e+05 , -2.461585e+05 ) 
2747 ( -1.950870e+06 , 1.939701e+05 ) 
2748 ( -4.847518e+05 , -8.031728e+05 ) 
2749 ( 4.847937e+05 , -9.122536e+05 ) 
2750 ( -1.624774e+06 , -8.869259e+05 ) 
2751 ( -1.667236e+05 , -5.263988e+05 ) 
2752 ( -1.236281e+06 , -1.121801e+06 ) 
2753 ( -4.243440e+05 , -1.001904e+06 ) 
2754 ( -3.196020e+05 , -9.920790e+05 ) 
2755 ( -7.663874e+05 , -2.163102e+05 ) 
2756 ( -5.439180e+05 , -1.199837e+06 ) 
2757 ( -5.632319e+05 , -9.302618e+05 ) 
2758 ( -1.442199e+06 , -1.000951e+06 ) 
2759 ( -7.109171e+05 , -6.868488e+05 ) 
2760 ( -1.502660e+06 , -1.752008e+06 ) 
2761 ( -5.353196e+05 , -1.787253e+06 ) 
2762 ( -5.514647e+05 , -1.543838e+06 ) 
2763 ( -7.295292e+05 , -1.110436e+06 ) 
2764 ( 3.014021e+04 , -2.373474e+06 ) 
2765 ( -1.425733e+05 , -9.077461e+05 ) 
2766 ( -1.476416e+06 , -1.650536e+06 ) 
2767 ( -8.642199e+05 , -2.368290e+06 ) 
2768 ( -2.421443e+06 , -2.241216e+06 ) 
2769 ( -5.238661e+05 , -2.384571e+06 ) 
2770 ( -1.060751e+05 , -3.043839e+06 ) 
2771 ( -8.348973e+05 , 1.076915e+06 ) 
2772 ( 6.430185e+06 , 1.356484e+06 ) 
2773 ( -1.284978e+05 , 1.645898e+06 ) 
2774 ( -2.486348e+06 , -4.927190e+05 ) 
2775 ( -1.458883e+06 , -2.069264e+06 ) 
2776 ( -7.085207e+06 , -6.085066e+06 ) 
2777 ( -2.127531e+06 , -2.556948e+06 ) 
2778 ( -1.676900e+06 , -2.935821e+05 ) 
2779 ( 1.352038e+06 , -5.369586e+06 ) 
2780 ( -1.366182e+06 , -3.666243e+06 ) 
2781 ( -1.933501e+06 , -4.080798e+06 ) 
2782 ( -2.751834e+06 , -7.270134e+06 ) 
2783 ( -4.064365e+06 , 4.190839e+05 ) 
2784 ( 3.374339e+06 , 6.547345e+05 ) 
2785 ( -1.036438e+06 , 1.700371e+06 ) 
2786 ( -2.342237e+06 , -9.461665e+05 ) 
2787 ( -8.039266e+05 , -1.268340e+06 ) 
2788 ( -1.568408e+06 , -2.390660e+06 ) 
2789 ( -8.613970e+05 , -1.059487e+06 ) 
2790 ( -1.246428e+05 , -4.195247e+05 ) 
2791 ( -4.761973e+05 , -1.758042e+06 ) 
2792 ( -8.489725e+05 , -1.655479e+06 ) 
2793 ( -1.220493e+06 , -7.362301e+05 ) 
2794 ( -1.449873e+06 , -2.411936e+06 ) 
2795 ( 1.045369e+06 , -1.387411e+06 ) 
2796 ( 3.517116e+05 , -1.880170e+06 ) 
2797 ( -4.311355e+05 , -7.732006e+05 ) 
2798 ( -9.133230e+04 , -1.534348e+06 ) 
2799 ( 6.902245e+05 , -1.405501e+06 ) 
2800 ( -2.916272e+05 , -1.878909e+06 ) 
2801 ( -1.060184e+06 , -1.388339e+06 ) 
2802 ( 2.519813e+05 , -2.039686e+06 ) 
2803 ( 8.198639e+05 , -2.318740e+06 ) 
2804 ( -9.076730e+05 , -1.047095e+06 ) 
2805 ( -1.037772e+06 , 6.084021e+05 ) 
2806 ( -2.023640e+05 , -1.583151e+06 ) 
2807 ( -4.228133e+05 , -1.928341e+06 ) 
2808 ( -1.900103e+06 , -1.177818e+06 ) 
2809 ( -1.910762e+06 , 5.645780e+05 ) 
2810 ( -1.344905e+06 , -1.011909e+06 ) 
2811 ( 3.062305e+05 , -1.090275e+06 ) 
2812 ( -1.432644e+06 , -4.462404e+05 ) 
2813 ( -1.419490e+06 , 5.296111e+04 ) 
2814 ( -1.528775e+06 , -1.067004e+06 ) 
2815 ( -5.033844e+05 , -1.515930e+06 ) 
2816 ( -3.190749e+05 , -1.412496e+06 ) 
2817 ( 1.122904e+04 , -1.574829e+06 ) 
2818 ( -2.105458e+05 , -1.295757e+06 ) 
2819 ( -1.019144e+06 , -2.077616e+06 ) 
2820 ( -5.829048e+05 , -7.651410e+05 ) 
2821 ( -1.777520e+05 , 1.211584e+06 ) 
2822 ( -1.289913e+06 , -3.097154e+05 ) 
2823 ( -3.238425e+05 , -8.403944e+05 ) 
2824 ( 4.813409e+05 , 2.668441e+05 ) 
2825 ( -2.459426e+05 , -9.939205e+05 ) 
2826 ( -1.409021e+06 , -1.998540e+06 ) 
2827 ( -1.379604e+05 , -5.887009e+05 ) 
2828 ( -9.970057e+05 , -8.688160e+05 ) 
2829 ( -1.338187e+05 , -1.012973e+05 ) 
2830 ( -1.189267e+06 , -1.216257e+06 ) 
2831 ( -1.690424e+06 , -7.989892e+05 ) 
2832 ( -1.944870e+06 , -1.156330e+06 ) 
2833 ( -7.290975e+05 , -6.052862e+05 ) 
2834 ( -1.398362e+06 , -1.088985e+06 ) 
2835 ( -3.750882e+05 , -5.401995e+05 ) 
2836 ( -2.995544e+05 , -6.621915e+05 ) 
2837 ( -1.850696e+05 , -1.699925e+05 ) 
2838 ( -1.327658e+06 , -9.422386e+05 ) 
2839 ( 6.840237e+05 , -1.238764e+06 ) 
2840 ( 4.069286e+05 , 2.250339e+05 ) 
2841 ( -8.239543e+05 , 8.044185e+05 ) 
2842 ( -2.636275e+04 , -5.386344e+05 ) 
2843 ( 1.919997e+06 , -1.836628e+05 ) 
2844 ( 1.792766e+06 , 6.361288e+05 ) 
2845 ( 6.737213e+05 , 1.159579e+06 ) 
2846 ( 1.240487e+06 , 6.413864e+05 ) 
2847 ( 3.207001e+05 , -2.329630e+05 ) 
2848 ( -2.555148e+05 , 7.489775e+05 ) 
2849 ( -4.469580e+05 , 4.405391e+05 ) 
2850 ( 1.206183e+06 , 4.399832e+05 ) 
2851 ( 6.288277e+05 , -6.641798e+04 ) 
2852 ( 1.649028e+06 , 4.581247e+05 ) 
2853 ( 8.592415e+05 , 1.247179e+06 ) 
2854 ( 2.307091e+05 , 1.005859e+06 ) 
2855 ( 5.702768e+05 , -8.611596e+05 ) 
2856 ( -1.090318e+05 , 8.228145e+05 ) 
2857 ( 2.736710e+04 , 1.966494e+05 ) 
2858 ( 1.540325e+06 , 1.856590e+04 ) 
2859 ( 9.105169e+05 , 9.698721e+05 ) 
2860 ( 1.532493e+06 , 2.081605e+06 ) 
2861 ( -1.278236e+05 , 2.112968e+06 ) 
2862 ( -2.567510e+03 , 1.803920e+06 ) 
2863 ( 9.227938e+05 , -6.902196e+05 ) 
2864 ( 1.580898e+05 , 6.381927e+05 ) 
2865 ( 2.161863e+05 , 4.563101e+05 ) 
2866 ( 1.757890e+06 , 1.246848e+06 ) 
2867 ( 3.406595e+05 , 2.255221e+06 ) 
2868 ( 1.184660e+06 , 2.185161e+06 ) 
2869 ( -1.206732e+04 , 9.259489e+05 ) 
2870 ( -8.255781e+04 , 1.378417e+06 ) 
2871 ( 1.174397e+06 , -7.034479e+05 ) 
2872 ( 2.134342e+06 , 4.581059e+05 ) 
2873 ( 6.600133e+05 , 2.970269e+05 ) 
2874 ( 1.738103e+06 , 1.477384e+06 ) 
2875 ( 1.610519e+06 , -3.071983e+05 ) 
2876 ( 2.668945e+06 , 3.385362e+06 ) 
2877 ( 1.977809e+06 , 2.882428e+06 ) 
2878 ( 2.626284e+06 , 1.274235e+06 ) 
2879 ( 3.886631e+05 , 2.536696e+06 ) 
2880 ( 4.622631e+05 , 6.121700e+05 ) 
2881 ( 4.766151e+05 , -3.825947e+05 ) 
2882 ( 1.935264e+06 , 3.105295e+06 ) 
2883 ( 6.361018e+05 , -5.498743e+04 ) 
2884 ( 1.676050e+06 , 1.376322e+06 ) 
2885 ( 4.842439e+05 , 2.704783e+05 ) 
2886 ( 5.462040e+05 , 6.045855e+04 ) 
2887 ( 2.480503e+05 , 1.158402e+06 ) 
2888 ( 2.895248e+05 , 1.862056e+06 ) 
2889 ( 8.469063e+05 , 1.530970e+06 ) 
2890 ( 1.699097e+06 , 2.075598e+06 ) 
2891 ( -1.234537e+05 , 6.160239e+05 ) 
2892 ( -1.899333e+04 , 1.453119e+06 ) 
2893 ( 6.867782e+05 , 9.703882e+05 ) 
2894 ( 4.288159e+04 , 1.513862e+06 ) 
2895 ( -9.309798e+05 , -3.721278e+04 ) 
2896 ( -4.712885e+05 , 9.111649e+05 ) 
2897 ( -5.135385e+04 , 1.799266e+06 ) 
2898 ( -3.932978e+05 , 1.403779e+06 ) 
2899 ( 7.347969e+04 , 1.789328e+06 ) 
2900 ( 1.996314e+06 , 1.665374e+06 ) 
2901 ( 1.558428e+06 , -5.941558e+05 ) 
2902 ( 2.420440e+05 , 9.326023e+05 ) 
2903 ( 3.855288e+04 , 1.647809e+06 ) 
2904 ( 1.358565e+06 , 4.704652e+05 ) 
2905 ( 2.223216e+06 , -3.824716e+05 ) 
2906 ( 2.185424e+06 , 1.693639e+06 ) 
2907 ( 3.078606e+05 , 4.796117e+05 ) 
2908 ( 2.085903e+06 , 4.724063e+05 ) 
2909 ( 7.081304e+05 , -9.653757e+05 ) 
2910 ( 1.102648e+06 , -3.625256e+04 ) 
2911 ( 1.756222e+06 , 1.782386e+06 ) 
2912 ( 1.817298e+06 , 2.442911e+05 ) 
2913 ( 2.147039e+06 , -7.618767e+05 ) 
2914 ( 2.722972e+06 , 9.119461e+05 ) 
2915 ( -1.831722e+04 , -2.148190e+06 ) 
2916 ( 7.420140e+05 , -4.194220e+05 ) 
2917 ( 3.236778e+05 , 2.486345e+05 ) 
2918 ( 9.868324e+05 , 4.147598e+05 ) 
2919 ( 1.400019e+06 , 9.859104e+05 ) 
2920 ( 3.899782e+05 , 3.974037e+04 ) 
2921 ( 1.065199e+06 , -3.095844e+05 ) 
2922 ( 1.626416e+06 , 2.142328e+05 ) 
2923 ( 1.097899e+06 , -3.666257e+05 ) 
2924 ( 1.728952e+06 , 6.204165e+05 ) 
2925 ( 1.080476e+06 , 9.318029e+05 ) 
2926 ( 1.499088e+06 , 1.345407e+06 ) 
2927 ( 3.977025e+05 , 4.132450e+05 ) 
2928 ( 1.453929e+06 , 7.066880e+05 ) 
2929 ( 9.463620e+05 , 3.922207e+05 ) 
2930 ( 2.022317e+06 , 4.944088e+05 ) 
2931 ( 9.989647e+05 , 5.487014e+04 ) 
2932 ( 1.563930e+06 , 1.105073e+06 ) 
2933 ( 8.853629e+05 , 5.215757e+05 ) 
2934 ( 1.079282e+06 , 5.815623e+05 ) 
2935 ( 1.479405e+06 , -1.304026e+05 ) 
2936 ( 2.046355e+06 , 4.762385e+05 ) 
2937 ( -1.201509e+06 , 1.099714e+06 ) 
2938 ( -8.132666e+05 , 3.036645e+05 ) 
2939 ( 2.631140e+05 , -6.693641e+05 ) 
2940 ( 1.332961e+05 , 5.219382e+05 ) 
2941 ( -5.421562e+05 , 6.238604e+05 ) 
2942 ( -5.589622e+05 , -9.124524e+05 ) 
2943 ( 2.625336e+05 , -9.871889e+05 ) 
2944 ( -7.331752e+05 , 6.319442e+04 ) 
2945 ( -1.287021e+06 , -3.473981e+05 ) 
2946 ( -9.314717e+05 , -8.002007e+05 ) 
2947 ( -3.661587e+05 , -1.452821e+06 ) 
2948 ( -8.975264e+05 , -1.285213e+06 ) 
2949 ( 1.070505e+05 , 7.312410e+05 ) 
2950 ( 1.043092e+05 , -4.606571e+05 ) 
2951 ( 3.103965e+05 , -6.248018e+05 ) 
2952 ( -4.620239e+05 , -2.945401e+05 ) 
2953 ( -1.044163e+06 , -6.003661e+05 ) 
2954 ( -1.338607e+06 , -1.586787e+06 ) 
2955 ( -5.699187e+05 , -1.573373e+06 ) 
2956 ( -4.381281e+05 , -1.050021e+06 ) 
2957 ( -1.165792e+06 , 4.062840e+05 ) 
2958 ( -4.857333e+05 , -1.657318e+06 ) 
2959 ( 6.644552e+05 , -1.982136e+06 ) 
2960 ( -1.135400e+06 , -1.458534e+06 ) 
2961 ( -1.275866e+06 , -8.023289e+05 ) 
2962 ( -1.579598e+06 , -1.745998e+06 ) 
2963 ( -7.788270e+05 , -2.072734e+06 ) 
2964 ( -9.034774e+05 , -1.955791e+06 ) 
2965 ( -9.243909e+05 , -6.935281e+05 ) 
2966 ( -2.711647e+05 , -2.089289e+06 ) 
2967 ( 6.809834e+05 , -8.948193e+05 ) 
2968 ( -1.157435e+06 , -1.451063e+06 ) 
2969 ( -1.729132e+06 , -1.323433e+06 ) 
2970 ( -3.103657e+06 , -2.007549e+06 ) 
2971 ( -1.152296e+06 , -2.532439e+06 ) 
2972 ( -1.059806e+06 , -2.674920e+06 ) 
2973 ( -6.904863e+05 , 1.059294e+06 ) 
2974 ( -7.965722e+05 , -1.848432e+06 ) 
2975 ( -1.194312e+06 , -1.289610e+06 ) 
2976 ( -2.929670e+06 , -1.124922e+06 ) 
2977 ( -1.372457e+06 , -3.048359e+06 ) 
2978 ( -2.834989e+06 , -3.672622e+06 ) 
2979 ( -6.166812e+05 , -3.260524e+06 ) 
2980 ( -7.779746e+05 , -3.365103e+06 ) 
2981 ( -1.366474e+06 , -2.514302e+04 ) 
2982 ( 7.491174e+05 , 1.171654e+06 ) 
2983 ( -1.179380e+06 , 1.710241e+06 ) 
2984 ( -3.111470e+06 , -1.680638e+06 ) 
2985 ( -9.233095e+05 , -3.670429e+05 ) 
2986 ( -4.269154e+06 , -3.791221e+06 ) 
2987 ( -3.283920e+06 , -2.843090e+06 ) 
2988 ( 5.027504e+06 , 1.212348e+04 ) 
2989 ( 1.865925e+06 , -3.269370e+05 ) 
2990 ( 4.905382e+06 , 1.113965e+06 ) 
2991 ( -2.462953e+06 , -1.546147e+06 ) 
2992 ( -2.221914e+06 , -3.522151e+06 ) 
2993 ( 6.313422e+05 , 2.058451e+06 ) 
2994 ( 7.749644e+05 , 4.616262e+05 ) 
2995 ( -1.141365e+06 , 2.278300e+06 ) 
2996 ( -2.207699e+05 , 2.607609e+06 ) 
2997 ( 1.736570e+05 , -2.428051e+06 ) 
2998 ( -1.041491e+06 , -3.081909e+06 ) 
2999 ( -2.559046e+06 , -1.703788e+06 ) 
3000 ( -1.652499e+06 , -1.593123e+06 ) 
3001 ( 2.926028e+05 , -1.783813e+06 ) 
3002 ( -1.572893e+06 , -1.331696e+06 ) 
3003 ( -1.005821e+06 , -6.042086e+05 ) 
3004 ( -8.087376e+05 , -2.549840e+06 ) 
3005 ( -1.828417e+06 , -1.467468e+06 ) 
3006 ( -2.998581e+06 , -1.009361e+06 ) 
3007 ( -1.413190e+06 , 1.520294e+05 ) 
3008 ( -2.154519e+06 , -1.048904e+06 ) 
