  Freq. No. =   1,  f = 8.7415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 2.094650e+06 , 1.095560e+07 ) 
2513 ( -8.153980e+06 , -7.891647e+06 ) 
2514 ( -1.663393e+07 , -5.641223e+06 ) 
2515 ( -4.803903e+06 , 6.364148e+06 ) 
2516 ( -1.249355e+07 , -2.042413e+07 ) 
2517 ( -5.751143e+06 , -1.853196e+07 ) 
2518 ( -2.448541e+06 , -2.489627e+07 ) 
2519 ( -2.469460e+06 , 2.375490e+05 ) 
2520 ( -1.266031e+07 , -1.377450e+07 ) 
2521 ( 7.195008e+06 , -9.037982e+06 ) 
2522 ( -1.006616e+07 , -1.784571e+07 ) 
2523 ( -1.594654e+07 , 1.638870e+07 ) 
2524 ( 7.002008e+06 , -2.730857e+07 ) 
2525 ( -6.931214e+06 , -2.088908e+07 ) 
2526 ( -2.579392e+07 , -1.358686e+07 ) 
2527 ( -3.036745e+06 , 1.231332e+06 ) 
2528 ( -2.260999e+07 , -1.178819e+07 ) 
2529 ( -9.502385e+06 , -5.618179e+06 ) 
2530 ( 6.873353e+06 , -2.709070e+07 ) 
2531 ( -2.999711e+06 , 2.000887e+06 ) 
2532 ( -1.000254e+07 , -2.181116e+07 ) 
2533 ( -7.715005e+05 , -1.446209e+07 ) 
2534 ( -1.814977e+07 , -1.538748e+07 ) 
2535 ( 5.281189e+06 , -4.506427e+06 ) 
2536 ( -1.267154e+07 , -1.631892e+07 ) 
2537 ( -1.629842e+07 , 3.833908e+06 ) 
2538 ( -1.243269e+07 , -1.559600e+07 ) 
2539 ( -9.701483e+06 , -6.773684e+06 ) 
2540 ( -1.169016e+07 , 9.284885e+06 ) 
2541 ( -9.222154e+06 , 9.128327e+06 ) 
2542 ( -8.238673e+06 , -1.451007e+07 ) 
2543 ( -2.342379e+06 , -1.228922e+06 ) 
2544 ( -1.402777e+07 , 1.137635e+07 ) 
2545 ( 7.000695e+06 , 7.087367e+06 ) 
2546 ( 8.529478e+06 , 1.297343e+07 ) 
2547 ( -3.331087e+06 , 2.162242e+07 ) 
2548 ( 1.337412e+07 , 2.573927e+07 ) 
2549 ( 5.575381e+06 , 3.796937e+06 ) 
2550 ( 2.629412e+06 , 1.686092e+07 ) 
2551 ( -1.891226e+06 , 1.342299e+07 ) 
2552 ( -1.351510e+05 , 4.720603e+07 ) 
2553 ( 3.608795e+03 , 3.191117e+07 ) 
2554 ( 2.502097e+07 , 3.288066e+07 ) 
2555 ( -1.258563e+07 , 2.082629e+07 ) 
2556 ( -2.253421e+07 , 5.810612e+07 ) 
2557 ( 9.203300e+06 , 2.657180e+07 ) 
2558 ( 2.101140e+07 , 4.495425e+07 ) 
2559 ( 1.874754e+06 , 4.050329e+07 ) 
2560 ( 1.247458e+07 , 7.251767e+07 ) 
2561 ( -3.342867e+06 , 6.062531e+07 ) 
2562 ( 1.833978e+07 , 3.555012e+07 ) 
2563 ( 1.809836e+07 , 3.582063e+07 ) 
2564 ( 7.904961e+06 , 5.744354e+07 ) 
2565 ( 2.215042e+07 , 6.039695e+07 ) 
2566 ( 1.581422e+07 , 7.356344e+07 ) 
2567 ( 2.643027e+07 , 5.098335e+07 ) 
2568 ( 1.822250e+07 , 1.801221e+07 ) 
2569 ( 5.306960e+06 , 7.724402e+06 ) 
2570 ( -1.101558e+07 , 1.850308e+07 ) 
2571 ( 3.789931e+06 , 7.156256e+06 ) 
2572 ( 1.245001e+07 , 1.302839e+07 ) 
2573 ( -2.050917e+07 , 9.522802e+06 ) 
2574 ( -1.501110e+07 , 1.545402e+07 ) 
2575 ( 3.383272e+06 , 2.126272e+07 ) 
2576 ( -3.903599e+06 , 2.587204e+07 ) 
2577 ( 1.052332e+07 , 1.719950e+07 ) 
2578 ( -3.304534e+06 , 3.820578e+07 ) 
2579 ( -3.830964e+06 , 1.834745e+07 ) 
2580 ( 1.861167e+07 , 1.559667e+07 ) 
2581 ( -9.599456e+06 , 1.741939e+07 ) 
2582 ( -1.311446e+07 , 3.675014e+07 ) 
2583 ( 6.521799e+06 , 1.623882e+07 ) 
2584 ( 1.137514e+07 , 3.775816e+07 ) 
2585 ( 9.365537e+06 , 1.636416e+07 ) 
2586 ( 3.630941e+06 , 3.722553e+07 ) 
2587 ( -1.401928e+06 , 2.883478e+07 ) 
2588 ( -3.208566e+06 , 4.357818e+07 ) 
2589 ( 1.064202e+07 , 2.463733e+07 ) 
2590 ( 3.064330e+06 , 4.740822e+07 ) 
2591 ( -8.083756e+06 , 1.984487e+07 ) 
2592 ( 4.722264e+06 , 3.572226e+07 ) 
2593 ( 1.322544e+07 , 1.921021e+07 ) 
2594 ( -1.084043e+07 , 3.542851e+07 ) 
2595 ( -1.893327e+06 , 1.290758e+07 ) 
2596 ( 7.736109e+06 , 4.383084e+07 ) 
2597 ( 2.265205e+07 , 2.275180e+07 ) 
2598 ( 3.986646e+06 , 3.763849e+07 ) 
2599 ( -8.698707e+06 , 2.298051e+07 ) 
2600 ( -1.399505e+07 , 3.867281e+07 ) 
2601 ( 9.880367e+06 , 1.675836e+07 ) 
2602 ( 5.382363e+06 , 3.842439e+07 ) 
2603 ( 2.324176e+06 , 1.260888e+07 ) 
2604 ( -4.102212e+06 , 3.592588e+07 ) 
2605 ( 8.960566e+06 , 2.780724e+07 ) 
2606 ( 7.657872e+05 , 2.424290e+07 ) 
2607 ( -4.156188e+06 , -4.236954e+06 ) 
2608 ( -1.110098e+05 , 3.560503e+07 ) 
2609 ( 2.496888e+07 , 1.643080e+07 ) 
2610 ( 9.136565e+06 , 2.427425e+07 ) 
2611 ( -8.510443e+06 , 1.824871e+06 ) 
2612 ( 5.768911e+05 , 2.285459e+07 ) 
2613 ( 1.201210e+07 , 2.272685e+07 ) 
2614 ( 2.397564e+07 , 8.913106e+06 ) 
2615 ( -9.869374e+06 , -8.959833e+06 ) 
2616 ( -2.718637e+06 , 1.992194e+07 ) 
2617 ( 7.662263e+06 , 1.177552e+07 ) 
2618 ( -6.206819e+06 , -1.848349e+06 ) 
2619 ( -1.507032e+07 , 3.662920e+06 ) 
2620 ( 1.224638e+07 , 7.570996e+06 ) 
2621 ( 1.648135e+07 , -4.556664e+06 ) 
2622 ( 3.842079e+06 , 1.817144e+06 ) 
2623 ( 5.862337e+06 , 4.285702e+06 ) 
2624 ( 1.174624e+06 , -7.380493e+06 ) 
2625 ( -1.219202e+07 , -6.266605e+06 ) 
2626 ( -9.444058e+06 , 1.276418e+06 ) 
2627 ( -1.140614e+07 , 1.391286e+07 ) 
2628 ( -1.783122e+07 , 6.744732e+06 ) 
2629 ( -1.756305e+07 , 4.061773e+06 ) 
2630 ( -7.846122e+06 , -5.081956e+06 ) 
2631 ( 5.026803e+06 , 1.202931e+07 ) 
2632 ( -7.812900e+06 , -1.394475e+05 ) 
2633 ( 2.291704e+06 , -1.465546e+07 ) 
2634 ( 3.613511e+05 , -2.065095e+07 ) 
2635 ( 1.335997e+06 , 1.139080e+07 ) 
2636 ( 1.728756e+06 , -1.330893e+07 ) 
2637 ( -1.354223e+07 , 9.753119e+06 ) 
2638 ( -4.404033e+05 , -1.482916e+07 ) 
2639 ( 5.300955e+06 , 5.810918e+06 ) 
2640 ( -5.217364e+06 , -1.666197e+07 ) 
2641 ( -1.194433e+06 , 7.832611e+05 ) 
2642 ( -1.173519e+06 , -1.259649e+06 ) 
2643 ( -7.575204e+06 , -5.552740e+06 ) 
2644 ( -6.504451e+06 , 8.795262e+06 ) 
2645 ( -7.116518e+06 , 1.290605e+07 ) 
2646 ( -8.412531e+06 , -2.937995e+06 ) 
2647 ( -9.017542e+06 , -1.836187e+06 ) 
2648 ( -1.488825e+07 , -1.493916e+06 ) 
2649 ( -2.627010e+06 , 4.999768e+06 ) 
2650 ( -4.277958e+06 , 3.817410e+06 ) 
2651 ( 2.323266e+06 , 5.261259e+06 ) 
2652 ( 1.922304e+07 , -1.253038e+07 ) 
2653 ( 6.918257e+06 , -4.646655e+06 ) 
2654 ( -5.743422e+06 , -6.142619e+05 ) 
2655 ( -2.066667e+07 , 2.695262e+06 ) 
2656 ( -4.919229e+06 , 6.241597e+05 ) 
2657 ( 1.313389e+07 , 1.182800e+07 ) 
2658 ( 1.298609e+07 , -8.430943e+06 ) 
2659 ( -7.058359e+06 , -1.135525e+07 ) 
2660 ( 5.367867e+06 , -9.364997e+06 ) 
2661 ( 7.298924e+06 , 5.862042e+06 ) 
2662 ( -1.098216e+06 , -9.032946e+06 ) 
2663 ( -8.087952e+06 , -5.411457e+06 ) 
2664 ( 9.799797e+06 , -2.244507e+07 ) 
2665 ( 4.772719e+06 , 8.136810e+06 ) 
2666 ( 6.188255e+06 , -6.724746e+06 ) 
2667 ( -1.184572e+07 , -1.092173e+07 ) 
2668 ( 9.842598e+06 , -1.037222e+07 ) 
2669 ( 7.518923e+06 , 1.735438e+07 ) 
2670 ( 8.775910e+06 , -1.909334e+07 ) 
2671 ( 1.159369e+06 , -1.841468e+07 ) 
2672 ( 7.911324e+06 , -1.132835e+07 ) 
2673 ( -8.504185e+06 , 1.006042e+07 ) 
2674 ( 1.193023e+07 , -1.757890e+07 ) 
2675 ( 3.483825e+06 , -4.932187e+06 ) 
2676 ( 1.781378e+07 , -2.280865e+07 ) 
2677 ( -8.381637e+06 , 5.928269e+06 ) 
2678 ( 9.621196e+06 , -6.772201e+06 ) 
2679 ( 7.360372e+06 , -2.002262e+07 ) 
2680 ( -5.662555e+06 , -8.098283e+06 ) 
2681 ( -2.119145e+07 , 1.644529e+07 ) 
2682 ( 1.151593e+07 , -2.465535e+07 ) 
2683 ( 7.175306e+05 , -1.989106e+07 ) 
2684 ( 9.189112e+06 , 5.298561e+06 ) 
2685 ( 1.083560e+07 , 3.470851e+07 ) 
2686 ( 5.289477e+05 , 7.170520e+05 ) 
2687 ( -4.881631e+06 , -1.429327e+07 ) 
2688 ( 1.875422e+07 , -7.061591e+06 ) 
2689 ( 6.614440e+06 , -8.156831e+06 ) 
2690 ( 7.626351e+06 , -2.837955e+06 ) 
2691 ( -1.561015e+07 , -8.780032e+06 ) 
2692 ( 2.243921e+06 , 9.118982e+06 ) 
2693 ( 4.131987e+06 , 1.876583e+07 ) 
2694 ( 9.953519e+06 , 3.306034e+06 ) 
2695 ( -2.237283e+06 , 6.892409e+06 ) 
2696 ( 1.082277e+07 , -5.398197e+06 ) 
2697 ( 1.971326e+07 , -2.792950e+07 ) 
2698 ( 1.645368e+07 , 1.473073e+06 ) 
2699 ( 3.745176e+06 , 8.003393e+06 ) 
2700 ( 4.640817e+05 , -2.924573e+06 ) 
2701 ( -1.752568e+07 , -9.927535e+05 ) 
2702 ( -1.469477e+06 , -1.744488e+06 ) 
2703 ( 4.003148e+06 , -9.254018e+05 ) 
2704 ( 1.188002e+07 , -1.615308e+07 ) 
2705 ( 4.950461e+06 , -8.865950e+06 ) 
2706 ( 4.529819e+06 , -1.199103e+07 ) 
2707 ( 1.194730e+07 , 9.373807e+06 ) 
2708 ( -5.003887e+06 , -7.552283e+06 ) 
2709 ( -1.145293e+07 , -1.732613e+06 ) 
2710 ( 9.113080e+06 , -9.267879e+06 ) 
2711 ( -4.955082e+06 , 2.347440e+07 ) 
2712 ( -4.190442e+06 , 1.475097e+06 ) 
2713 ( 5.719462e+06 , -2.095857e+07 ) 
2714 ( -4.388648e+06 , -7.501639e+06 ) 
2715 ( -5.006031e+05 , 1.893407e+07 ) 
2716 ( 8.593051e+05 , -2.394536e+06 ) 
2717 ( -4.644372e+05 , -1.507784e+07 ) 
2718 ( -8.015558e+06 , 1.789465e+06 ) 
2719 ( 3.798610e+06 , 1.100419e+07 ) 
2720 ( -5.955033e+06 , -1.465580e+06 ) 
2721 ( -4.142047e+06 , -1.629921e+07 ) 
2722 ( 1.781467e+06 , -4.110299e+06 ) 
2723 ( -7.358468e+06 , 5.155884e+06 ) 
2724 ( -7.585094e+06 , 2.045173e+06 ) 
2725 ( -2.913644e+06 , 4.223320e+06 ) 
2726 ( 1.804028e+06 , -8.828567e+06 ) 
2727 ( 9.809548e+04 , -4.614968e+06 ) 
2728 ( -3.565703e+06 , 5.051376e+06 ) 
2729 ( -1.870649e+06 , -9.603034e+06 ) 
2730 ( -2.105462e+06 , -1.244840e+07 ) 
2731 ( 1.217447e+06 , -4.294660e+06 ) 
2732 ( 7.166995e+05 , -8.716307e+06 ) 
2733 ( -3.534437e+06 , 6.517361e+06 ) 
2734 ( -1.891336e+06 , -1.257490e+06 ) 
2735 ( -1.246537e+06 , 2.252767e+06 ) 
2736 ( -1.226342e+06 , -1.063189e+07 ) 
2737 ( 3.057825e+06 , -1.215553e+07 ) 
2738 ( 4.189853e+06 , -1.403916e+07 ) 
2739 ( 5.700035e+06 , 5.599505e+06 ) 
2740 ( 8.012000e+06 , 4.627750e+05 ) 
2741 ( -5.429379e+06 , -3.816162e+06 ) 
2742 ( 1.956524e+06 , -5.954210e+06 ) 
2743 ( -2.003080e+06 , 2.189688e+06 ) 
2744 ( -1.761059e+07 , 8.892419e+06 ) 
2745 ( 5.223228e+06 , -1.417762e+06 ) 
2746 ( 1.073145e+07 , 1.026629e+06 ) 
2747 ( 4.805242e+06 , 2.018459e+07 ) 
2748 ( -1.649946e+07 , 1.228819e+07 ) 
2749 ( -4.822188e+06 , 9.944381e+06 ) 
2750 ( -1.288155e+07 , 1.647549e+07 ) 
2751 ( 4.972400e+06 , 2.000593e+07 ) 
2752 ( -3.157622e+06 , 2.737725e+07 ) 
2753 ( -5.966334e+06 , 1.013405e+07 ) 
2754 ( -1.218754e+07 , 9.703888e+06 ) 
2755 ( -2.780899e+06 , 3.115285e+07 ) 
2756 ( -2.757844e+07 , 3.674732e+07 ) 
2757 ( -9.078788e+06 , 1.687919e+07 ) 
2758 ( -9.715736e+05 , 3.172230e+07 ) 
2759 ( 1.208279e+07 , 4.175679e+07 ) 
2760 ( -6.439822e+06 , 4.277557e+07 ) 
2761 ( 9.764226e+06 , 3.239470e+07 ) 
2762 ( -9.290398e+06 , 4.411055e+07 ) 
2763 ( -5.966507e+06 , 4.279223e+07 ) 
2764 ( -8.320362e+06 , 6.471934e+07 ) 
2765 ( -4.357930e+06 , 4.560286e+07 ) 
2766 ( -1.283593e+07 , 4.639285e+07 ) 
2767 ( -3.738827e+06 , 4.034342e+07 ) 
2768 ( -1.438693e+07 , 8.125330e+07 ) 
2769 ( -2.301053e+06 , 5.515232e+07 ) 
2770 ( -3.826600e+06 , 6.288605e+07 ) 
2771 ( 1.635094e+07 , 5.360910e+07 ) 
2772 ( 7.358815e+05 , 3.447910e+07 ) 
2773 ( 3.094096e+07 , 6.106308e+07 ) 
2774 ( 1.113923e+07 , 9.067464e+07 ) 
2775 ( 4.257296e+07 , 2.888353e+07 ) 
2776 ( 4.166047e+06 , 8.176896e+06 ) 
2777 ( -1.639713e+07 , -4.064491e+06 ) 
2778 ( -5.601592e+07 , 8.601319e+06 ) 
2779 ( -2.575773e+07 , -1.661124e+07 ) 
2780 ( -1.649711e+07 , -6.799540e+06 ) 
2781 ( -1.307329e+07 , 8.071903e+06 ) 
2782 ( -3.032763e+07 , -1.596390e+06 ) 
2783 ( -4.703464e+06 , 1.006843e+07 ) 
2784 ( -2.759800e+07 , -4.767891e+06 ) 
2785 ( 3.771721e+06 , 9.150676e+06 ) 
2786 ( 1.363396e+06 , 5.879686e+06 ) 
2787 ( -6.936172e+06 , -2.838277e+07 ) 
2788 ( -1.808741e+07 , 2.425600e+07 ) 
2789 ( 8.663308e+06 , 3.699491e+07 ) 
2790 ( -1.482762e+06 , -7.675283e+06 ) 
2791 ( -1.874565e+07 , 1.170915e+07 ) 
2792 ( 5.754122e+06 , 1.622314e+07 ) 
2793 ( 1.730245e+07 , 1.087326e+07 ) 
2794 ( 1.696907e+06 , 2.875643e+07 ) 
2795 ( 5.823731e+06 , 1.510108e+07 ) 
2796 ( -1.259591e+07 , 2.250667e+07 ) 
2797 ( -1.143623e+07 , 3.490497e+06 ) 
2798 ( 1.890477e+07 , 1.609588e+07 ) 
2799 ( -2.818331e+06 , 2.240035e+07 ) 
2800 ( 7.064957e+06 , 2.845848e+07 ) 
2801 ( 6.540943e+06 , 6.368033e+06 ) 
2802 ( 9.844135e+05 , 2.641600e+07 ) 
2803 ( 1.188987e+07 , 1.448270e+06 ) 
2804 ( -9.741387e+06 , 2.998946e+07 ) 
2805 ( -8.247949e+06 , 1.774255e+07 ) 
2806 ( 8.407690e+06 , 2.743636e+07 ) 
2807 ( 1.399385e+07 , 5.343780e+06 ) 
2808 ( 8.106329e+06 , 2.830183e+07 ) 
2809 ( -2.293114e+06 , 1.854467e+07 ) 
2810 ( -3.081917e+06 , 3.017112e+07 ) 
2811 ( 6.822377e+06 , 1.756523e+06 ) 
2812 ( 4.126605e+04 , 2.094140e+07 ) 
2813 ( -9.048484e+06 , 1.272165e+07 ) 
2814 ( 1.427802e+06 , 2.612400e+07 ) 
2815 ( 3.032936e+06 , 1.616557e+07 ) 
2816 ( 6.495384e+06 , 1.969472e+07 ) 
2817 ( 1.784278e+06 , 1.296025e+07 ) 
2818 ( 6.470555e+06 , 1.058272e+07 ) 
2819 ( 5.579999e+06 , 1.099838e+07 ) 
2820 ( -2.727799e+06 , 1.237879e+07 ) 
2821 ( 1.867295e+06 , 1.585675e+07 ) 
2822 ( -6.591666e+05 , 2.152940e+07 ) 
2823 ( 1.382847e+06 , 1.092497e+07 ) 
2824 ( 8.336722e+05 , 2.692741e+06 ) 
2825 ( 2.785716e+06 , 6.869160e+06 ) 
2826 ( 6.713876e+06 , 4.432070e+06 ) 
2827 ( 1.593835e+06 , 1.212439e+07 ) 
2828 ( -3.411690e+06 , 8.070064e+06 ) 
2829 ( -1.745400e+06 , -1.047847e+07 ) 
2830 ( 2.430081e+06 , 1.071028e+06 ) 
2831 ( 1.045235e+07 , 5.375176e+06 ) 
2832 ( 1.192077e+07 , 1.067739e+07 ) 
2833 ( 4.452182e+06 , -4.578834e+06 ) 
2834 ( -1.472139e+06 , 1.077852e+07 ) 
2835 ( -8.928955e+06 , 4.922794e+06 ) 
2836 ( -5.624350e+05 , 7.998105e+06 ) 
2837 ( 1.058544e+06 , 2.563006e+06 ) 
2838 ( -1.077919e+06 , 1.129670e+07 ) 
2839 ( 9.186413e+06 , -1.303225e+06 ) 
2840 ( 2.956809e+06 , 1.887571e+06 ) 
2841 ( -6.822316e+06 , 7.625101e+06 ) 
2842 ( 1.721773e+06 , 5.902922e+06 ) 
2843 ( 1.333176e+07 , 2.215962e+06 ) 
2844 ( 1.850811e+07 , -1.583951e+06 ) 
2845 ( 7.364965e+06 , -6.501881e+06 ) 
2846 ( 1.171851e+07 , -1.970026e+06 ) 
2847 ( -2.153007e+06 , 9.632532e+06 ) 
2848 ( 7.267931e+06 , 7.348857e+06 ) 
2849 ( -5.443280e+06 , 1.587779e+06 ) 
2850 ( 6.663944e+06 , 4.415592e+06 ) 
2851 ( -1.847957e+06 , 1.294185e+06 ) 
2852 ( 4.857758e+06 , -7.078643e+06 ) 
2853 ( -1.403608e+06 , -1.062220e+06 ) 
2854 ( 1.046150e+07 , 7.807100e+05 ) 
2855 ( 9.039448e+06 , 1.089228e+07 ) 
2856 ( 5.263189e+06 , -9.289299e+06 ) 
2857 ( 5.389517e+06 , -8.730593e+06 ) 
2858 ( 1.304050e+07 , -6.222985e+06 ) 
2859 ( -1.328787e+07 , 1.382374e+07 ) 
2860 ( 9.388360e+06 , -1.386259e+07 ) 
2861 ( -3.741712e+06 , -2.488893e+06 ) 
2862 ( -6.970100e+06 , -9.918065e+06 ) 
2863 ( -8.938736e+06 , 8.788791e+06 ) 
2864 ( -8.317400e+06 , -2.375243e+07 ) 
2865 ( 1.343771e+05 , -1.402519e+07 ) 
2866 ( 1.659239e+07 , -2.279610e+07 ) 
2867 ( -1.016247e+07 , 2.357703e+07 ) 
2868 ( -1.144299e+07 , -1.091244e+07 ) 
2869 ( -2.400182e+06 , -5.327821e+06 ) 
2870 ( -1.227885e+07 , -1.450368e+07 ) 
2871 ( 1.321468e+07 , -4.729174e+06 ) 
2872 ( 8.685523e+06 , -2.957734e+06 ) 
2873 ( -1.919887e+07 , 5.900259e+06 ) 
2874 ( -8.544822e+06 , -1.000322e+07 ) 
2875 ( 1.416223e+07 , 1.160018e+07 ) 
2876 ( -5.229269e+06 , -7.687640e+06 ) 
2877 ( -2.956173e+07 , -9.334792e+06 ) 
2878 ( 2.577582e+06 , -5.420230e+06 ) 
2879 ( 1.266841e+07 , -5.450698e+05 ) 
2880 ( -1.238055e+05 , -1.559469e+07 ) 
2881 ( -1.817133e+07 , 7.312162e+06 ) 
2882 ( -1.044959e+06 , -8.644110e+06 ) 
2883 ( 9.288704e+06 , 2.204927e+07 ) 
2884 ( -9.261684e+06 , -1.927629e+07 ) 
2885 ( -7.988216e+06 , -6.698984e+06 ) 
2886 ( 1.895524e+06 , -1.321518e+07 ) 
2887 ( -7.543447e+05 , -1.183872e+07 ) 
2888 ( -6.353987e+06 , 3.663604e+06 ) 
2889 ( -1.057795e+07 , 1.432171e+07 ) 
2890 ( -1.620435e+07 , -2.406350e+07 ) 
2891 ( -2.045365e+07 , -3.204475e+05 ) 
2892 ( 1.277626e+07 , 3.380695e+06 ) 
2893 ( 3.022081e+07 , 2.066283e+05 ) 
2894 ( 2.588754e+06 , 1.382624e+07 ) 
2895 ( -9.824752e+06 , -8.864023e+06 ) 
2896 ( -7.649521e+05 , -2.269270e+06 ) 
2897 ( -2.647551e+06 , 2.771256e+07 ) 
2898 ( 2.886484e+06 , 5.281597e+06 ) 
2899 ( -1.744071e+06 , -1.155287e+07 ) 
2900 ( 1.247370e+07 , -7.556944e+06 ) 
2901 ( 1.770049e+07 , -8.186303e+06 ) 
2902 ( 1.588548e+07 , -1.605619e+07 ) 
2903 ( -6.973276e+06 , -5.810564e+06 ) 
2904 ( 1.161521e+07 , -1.262936e+07 ) 
2905 ( -3.726451e+06 , 1.592899e+07 ) 
2906 ( 1.352644e+06 , 1.180912e+06 ) 
2907 ( -7.802308e+06 , -1.275620e+07 ) 
2908 ( 3.780238e+06 , -1.486215e+07 ) 
2909 ( 5.415986e+06 , 2.439315e+06 ) 
2910 ( 1.382811e+07 , -1.729960e+07 ) 
2911 ( 1.104975e+07 , -1.642614e+06 ) 
2912 ( 1.808882e+07 , -6.189865e+06 ) 
2913 ( 2.944558e+06 , -9.100716e+06 ) 
2914 ( 1.092552e+07 , -1.638473e+07 ) 
2915 ( 1.063846e+07 , -5.930803e+06 ) 
2916 ( 2.018071e+06 , -3.207092e+06 ) 
2917 ( -8.561956e+06 , -5.042064e+06 ) 
2918 ( -3.300235e+06 , 1.296124e+06 ) 
2919 ( -2.529127e+06 , -6.640148e+06 ) 
2920 ( -7.693449e+06 , 2.621111e+05 ) 
2921 ( -4.910238e+05 , -5.118698e+06 ) 
2922 ( -6.952990e+06 , -6.904169e+06 ) 
2923 ( -5.961344e+06 , -3.487627e+06 ) 
2924 ( -1.918462e+06 , -8.020869e+06 ) 
2925 ( -2.190103e+06 , -9.220222e+06 ) 
2926 ( 2.007042e+06 , 2.049482e+06 ) 
2927 ( 3.720040e+06 , 6.198356e+06 ) 
2928 ( -3.085248e+06 , -2.391585e+06 ) 
2929 ( -6.808057e+06 , -1.687634e+07 ) 
2930 ( -1.544127e+07 , -6.061306e+06 ) 
2931 ( -5.230702e+06 , 4.579269e+06 ) 
2932 ( -2.937619e+06 , -5.148187e+06 ) 
2933 ( -1.372178e+06 , -8.075306e+06 ) 
2934 ( 1.730203e+05 , -1.355034e+07 ) 
2935 ( -4.541038e+06 , 1.476450e+06 ) 
2936 ( -1.331802e+07 , -2.971913e+06 ) 
2937 ( -5.201040e+06 , 1.720014e+06 ) 
2938 ( -5.527926e+06 , -5.605539e+06 ) 
2939 ( 2.328656e+06 , -1.250531e+07 ) 
2940 ( 5.558873e+06 , -1.367466e+07 ) 
2941 ( -1.016151e+07 , -2.916313e+06 ) 
2942 ( -9.578404e+06 , 2.975810e+06 ) 
2943 ( -3.263462e+06 , -8.775797e+05 ) 
2944 ( -1.008451e+07 , -3.094683e+06 ) 
2945 ( -9.945804e+06 , -7.199650e+06 ) 
2946 ( -4.852712e+06 , -6.596915e+06 ) 
2947 ( 2.548964e+06 , -1.104484e+07 ) 
2948 ( -3.535004e+06 , -3.800650e+06 ) 
2949 ( -2.109262e+06 , 8.889215e+06 ) 
2950 ( 1.168995e+06 , 5.486335e+06 ) 
2951 ( 1.368718e+07 , 7.053001e+06 ) 
2952 ( 3.868158e+06 , 7.380502e+06 ) 
2953 ( -5.002671e+06 , 3.546066e+06 ) 
2954 ( -5.809986e+06 , 2.607271e+07 ) 
2955 ( -1.089998e+07 , 2.505129e+06 ) 
2956 ( -5.722976e+06 , 4.928860e+05 ) 
2957 ( 7.900812e+06 , 2.012862e+07 ) 
2958 ( -3.011663e+04 , 2.357889e+07 ) 
2959 ( 1.107415e+07 , -6.452897e+05 ) 
2960 ( 1.178466e+07 , 2.882289e+07 ) 
2961 ( -2.233820e+06 , 3.056252e+07 ) 
2962 ( -2.442075e+06 , 4.600608e+07 ) 
2963 ( 1.431940e+06 , 1.847275e+07 ) 
2964 ( -6.065348e+06 , 3.615160e+07 ) 
2965 ( 2.129333e+07 , 2.858093e+07 ) 
2966 ( 1.565033e+07 , 4.763143e+07 ) 
2967 ( -1.002453e+06 , 2.173124e+07 ) 
2968 ( 8.631624e+06 , 4.264267e+07 ) 
2969 ( 1.053707e+07 , 3.331335e+07 ) 
2970 ( 1.202402e+07 , 5.495363e+07 ) 
2971 ( 6.322629e+06 , 2.466474e+07 ) 
2972 ( 2.247979e+07 , 4.708487e+07 ) 
2973 ( 1.035671e+07 , 3.004411e+07 ) 
2974 ( 2.395013e+07 , 6.479529e+07 ) 
2975 ( 1.390066e+07 , 5.337696e+07 ) 
2976 ( 1.600018e+07 , 6.466462e+07 ) 
2977 ( 9.122745e+06 , 5.739499e+07 ) 
2978 ( -5.435563e+06 , 9.138589e+07 ) 
2979 ( -1.516708e+07 , 4.387198e+07 ) 
2980 ( 1.171938e+07 , 6.816543e+07 ) 
2981 ( 3.060912e+07 , 4.552011e+07 ) 
2982 ( 8.306151e+06 , 7.395863e+07 ) 
2983 ( 4.876736e+06 , 5.249811e+07 ) 
2984 ( 8.032991e+06 , 9.001829e+07 ) 
2985 ( 3.278053e+07 , 5.203437e+07 ) 
2986 ( 2.024175e+07 , 3.247312e+07 ) 
2987 ( -1.431246e+07 , 3.729278e+07 ) 
2988 ( -2.336966e+07 , 7.276422e+07 ) 
2989 ( -1.132619e+07 , -3.347266e+07 ) 
2990 ( -1.002548e+07 , -4.965325e+07 ) 
2991 ( 1.465012e+07 , -2.040402e+07 ) 
2992 ( -4.186706e+07 , -1.371157e+07 ) 
2993 ( -1.188249e+06 , 2.272872e+07 ) 
2994 ( 2.675252e+06 , 4.990980e+06 ) 
2995 ( -1.866070e+07 , -2.476034e+06 ) 
2996 ( -9.249480e+06 , -2.194847e+07 ) 
2997 ( -2.361536e+07 , -1.404884e+07 ) 
2998 ( -1.826084e+07 , -3.079136e+07 ) 
2999 ( 9.858379e+06 , -2.201728e+07 ) 
3000 ( 3.958896e+06 , -1.449774e+07 ) 
3001 ( -2.480395e+07 , 7.617128e+06 ) 
3002 ( -6.792787e+06 , -2.446259e+07 ) 
3003 ( 1.004524e+07 , -2.533679e+07 ) 
3004 ( 5.612508e+06 , -2.380963e+07 ) 
3005 ( -1.168121e+07 , 7.981447e+06 ) 
3006 ( -1.749063e+07 , 9.255440e+06 ) 
3007 ( -7.448844e+05 , -9.446723e+06 ) 
3008 ( 1.368332e+07 , -2.020830e+07 ) 
