  Freq. No. =   1,  f = 6.0418e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 3.678731e+06 , -4.713562e+06 ) 
2513 ( -4.775155e+05 , -2.405775e+05 ) 
2514 ( -1.944685e+06 , 5.770948e+04 ) 
2515 ( 1.219940e+06 , -3.961846e+04 ) 
2516 ( -1.480312e+06 , 4.281146e+05 ) 
2517 ( -8.938180e+05 , 1.076854e+06 ) 
2518 ( 6.993367e+05 , 1.038719e+05 ) 
2519 ( -1.736322e+06 , 6.471436e+04 ) 
2520 ( -2.194280e+06 , 3.105615e+05 ) 
2521 ( -2.180091e+06 , 8.299811e+05 ) 
2522 ( -2.465967e+06 , 3.760452e+05 ) 
2523 ( -7.544852e+05 , 7.976748e+05 ) 
2524 ( -1.756615e+05 , -6.596518e+04 ) 
2525 ( 7.351919e+05 , -2.771992e+05 ) 
2526 ( -1.087724e+06 , 2.842767e+05 ) 
2527 ( -8.924740e+05 , 9.793406e+05 ) 
2528 ( -1.018678e+06 , 4.356635e+05 ) 
2529 ( -5.137542e+05 , -6.951578e+05 ) 
2530 ( -3.821907e+05 , -1.792193e+05 ) 
2531 ( -3.792903e+05 , 1.692917e+06 ) 
2532 ( -3.895477e+04 , 1.667337e+06 ) 
2533 ( -4.700425e+03 , 4.600618e+05 ) 
2534 ( -6.897000e+05 , 9.878427e+05 ) 
2535 ( -7.928542e+05 , 1.655268e+06 ) 
2536 ( -6.420573e+05 , 1.957668e+06 ) 
2537 ( 4.971987e+05 , 1.050534e+06 ) 
2538 ( 2.536018e+04 , 1.803056e+06 ) 
2539 ( -7.757975e+05 , 1.291813e+06 ) 
2540 ( -2.212641e+05 , 7.724497e+05 ) 
2541 ( -3.511666e+04 , 8.190598e+05 ) 
2542 ( -6.630006e+05 , 1.758269e+06 ) 
2543 ( -1.823360e+05 , 1.849494e+06 ) 
2544 ( 5.480793e+05 , 2.092946e+06 ) 
2545 ( 5.778120e+05 , -1.820240e+05 ) 
2546 ( 1.953462e+05 , 6.582680e+05 ) 
2547 ( 2.158404e+05 , 3.344561e+06 ) 
2548 ( 1.132372e+06 , 1.641429e+06 ) 
2549 ( 1.035157e+06 , 9.461626e+05 ) 
2550 ( 8.003252e+05 , 2.756556e+06 ) 
2551 ( 2.967446e+05 , 5.523974e+05 ) 
2552 ( 6.774408e+05 , 1.011489e+06 ) 
2553 ( 8.193869e+05 , -5.610043e+05 ) 
2554 ( 1.196038e+06 , 5.588050e+05 ) 
2555 ( -1.370208e+06 , 4.146524e+06 ) 
2556 ( 1.241056e+06 , 3.259477e+06 ) 
2557 ( 1.727990e+06 , 1.706540e+06 ) 
2558 ( 5.400147e+05 , 2.398962e+06 ) 
2559 ( 7.378394e+05 , 1.371848e+06 ) 
2560 ( -5.592814e+05 , 7.051510e+05 ) 
2561 ( 1.418366e+06 , 4.450392e+05 ) 
2562 ( 1.266800e+06 , 5.689168e+05 ) 
2563 ( 1.276120e+06 , 1.116583e+06 ) 
2564 ( 3.142337e+06 , 2.271126e+05 ) 
2565 ( 3.181576e+06 , -5.256871e+05 ) 
2566 ( 2.410871e+06 , 2.176200e+06 ) 
2567 ( -2.887507e+06 , 5.546337e+05 ) 
2568 ( 5.754945e+05 , 8.181518e+05 ) 
2569 ( -3.092659e+06 , 1.877243e+06 ) 
2570 ( -5.151157e+06 , 1.931536e+06 ) 
2571 ( 1.026011e+07 , 1.824222e+05 ) 
2572 ( 2.848768e+06 , -1.603680e+04 ) 
2573 ( 4.166830e+06 , 2.753196e+06 ) 
2574 ( 5.034626e+06 , 1.782175e+06 ) 
2575 ( -5.767159e+05 , -9.468129e+05 ) 
2576 ( -2.426058e+06 , 1.797147e+06 ) 
2577 ( -2.558942e+06 , 2.639869e+06 ) 
2578 ( -3.240107e+05 , 1.910941e+05 ) 
2579 ( 1.131926e+06 , -1.106070e+06 ) 
2580 ( 7.765126e+05 , 1.802452e+06 ) 
2581 ( -1.002951e+06 , -2.206229e+05 ) 
2582 ( 7.459438e+05 , -1.322158e+06 ) 
2583 ( 2.141823e+06 , -3.203837e+06 ) 
2584 ( 3.296497e+05 , -9.946739e+05 ) 
2585 ( -1.996501e+06 , 6.882205e+05 ) 
2586 ( 6.361874e+05 , -3.934106e+05 ) 
2587 ( 1.981066e+06 , -1.097670e+06 ) 
2588 ( 4.758707e+05 , -5.890882e+05 ) 
2589 ( -3.359103e+05 , -6.608379e+05 ) 
2590 ( 8.752201e+05 , -1.644831e+06 ) 
2591 ( 1.754238e+06 , -2.970684e+06 ) 
2592 ( 1.043918e+06 , -1.171420e+06 ) 
2593 ( -1.539457e+06 , 1.171289e+06 ) 
2594 ( -1.450692e+05 , 3.898627e+05 ) 
2595 ( 6.656154e+05 , -1.485480e+06 ) 
2596 ( 2.562046e+05 , -8.253559e+05 ) 
2597 ( -1.140278e+06 , 6.008057e+05 ) 
2598 ( 1.958631e+06 , -1.522828e+06 ) 
2599 ( 2.620749e+06 , -2.901077e+06 ) 
2600 ( 5.462834e+05 , -6.705549e+04 ) 
2601 ( 7.642885e+05 , -6.488691e+05 ) 
2602 ( 3.862629e+05 , -6.721637e+05 ) 
2603 ( 4.100173e+05 , -1.417179e+06 ) 
2604 ( 1.899221e+06 , -1.564442e+06 ) 
2605 ( -1.163769e+06 , -8.239238e+05 ) 
2606 ( -5.002308e+05 , -8.652779e+05 ) 
2607 ( 2.153589e+05 , -1.501160e+05 ) 
2608 ( -2.173932e+05 , -4.523091e+05 ) 
2609 ( -7.968416e+05 , -8.124120e+05 ) 
2610 ( -3.948404e+05 , -2.252085e+06 ) 
2611 ( -5.112714e+04 , -1.776384e+06 ) 
2612 ( -3.969294e+05 , -1.280770e+06 ) 
2613 ( -8.261095e+04 , -7.337267e+05 ) 
2614 ( 1.832048e+05 , -1.903394e+06 ) 
2615 ( -3.964457e+05 , -2.852530e+06 ) 
2616 ( -2.183075e+05 , -2.556778e+06 ) 
2617 ( -7.048323e+05 , 1.220717e+04 ) 
2618 ( -6.727349e+05 , -8.050941e+05 ) 
2619 ( 3.349886e+05 , -8.188701e+05 ) 
2620 ( 1.715587e+05 , -1.172524e+06 ) 
2621 ( -8.484191e+05 , -1.449653e+06 ) 
2622 ( -8.440962e+05 , -2.064043e+06 ) 
2623 ( -5.453794e+05 , -1.319531e+06 ) 
2624 ( -9.315147e+05 , -1.351230e+06 ) 
2625 ( -6.932061e+05 , -6.171334e+05 ) 
2626 ( -1.442930e+06 , -8.891160e+05 ) 
2627 ( -3.679879e+05 , -6.998591e+05 ) 
2628 ( -7.361549e+05 , -1.738820e+06 ) 
2629 ( -1.203155e+06 , -1.155450e+06 ) 
2630 ( -1.364725e+06 , -1.053004e+06 ) 
2631 ( -1.065494e+06 , -9.461049e+04 ) 
2632 ( -1.722120e+06 , -8.665117e+05 ) 
2633 ( 1.467724e+05 , -1.557973e+05 ) 
2634 ( -9.229639e+05 , -1.562026e+06 ) 
2635 ( -4.514661e+05 , -7.076742e+05 ) 
2636 ( -8.328728e+05 , -1.022978e+06 ) 
2637 ( -8.871719e+04 , -2.354004e+06 ) 
2638 ( -2.743108e+06 , -2.702207e+06 ) 
2639 ( -2.310290e+06 , -1.250070e+06 ) 
2640 ( -1.438374e+06 , -2.246212e+06 ) 
2641 ( -2.572034e+06 , -2.347840e+05 ) 
2642 ( -1.200093e+06 , 1.686365e+06 ) 
2643 ( 1.957567e+05 , -3.230657e+06 ) 
2644 ( -1.850733e+06 , -9.338542e+05 ) 
2645 ( -4.307814e+06 , 6.721922e+05 ) 
2646 ( -2.105681e+06 , -1.296758e+06 ) 
2647 ( 4.222964e+06 , -6.858659e+05 ) 
2648 ( -1.446983e+06 , -1.026185e+06 ) 
2649 ( -2.211127e+06 , 1.654715e+06 ) 
2650 ( -4.920264e+05 , -1.423308e+05 ) 
2651 ( -1.774642e+06 , -3.073317e+06 ) 
2652 ( -2.323507e+06 , -2.638526e+06 ) 
2653 ( -2.957848e+06 , -6.494080e+05 ) 
2654 ( -2.834266e+06 , -2.272388e+06 ) 
2655 ( 1.447227e+06 , -2.448844e+06 ) 
2656 ( 4.672800e+04 , -1.447569e+06 ) 
2657 ( -8.798597e+05 , 1.651939e+06 ) 
2658 ( -9.906866e+05 , -1.836894e+06 ) 
2659 ( 1.682188e+06 , -3.601598e+06 ) 
2660 ( -1.633310e+06 , -1.438571e+06 ) 
2661 ( -3.482264e+06 , 6.700177e+05 ) 
2662 ( -5.054408e+05 , -1.913223e+06 ) 
2663 ( 1.725015e+06 , -1.213617e+06 ) 
2664 ( -4.762163e+05 , -2.002547e+05 ) 
2665 ( -2.135424e+06 , 1.965380e+06 ) 
2666 ( -1.328952e+06 , -5.098573e+05 ) 
2667 ( 8.768996e+05 , -3.058258e+06 ) 
2668 ( -2.246462e+06 , -1.282107e+06 ) 
2669 ( -2.719566e+06 , 1.024181e+06 ) 
2670 ( -8.168369e+05 , -9.350684e+05 ) 
2671 ( 5.020337e+05 , -1.940584e+06 ) 
2672 ( -3.465289e+05 , -8.352797e+05 ) 
2673 ( -1.777922e+06 , 2.352958e+06 ) 
2674 ( -2.091401e+06 , -6.882024e+05 ) 
2675 ( 1.899623e+06 , -3.714166e+06 ) 
2676 ( -2.315945e+06 , -1.807665e+06 ) 
2677 ( -2.617448e+06 , 4.929026e+05 ) 
2678 ( -1.309718e+05 , -1.770862e+06 ) 
2679 ( -1.171617e+06 , -7.301352e+05 ) 
2680 ( -2.264287e+06 , 1.705914e+06 ) 
2681 ( -3.023997e+06 , 3.438019e+06 ) 
2682 ( -3.313802e+06 , -3.408850e+05 ) 
2683 ( 1.078041e+06 , 1.149300e+05 ) 
2684 ( 1.462988e+06 , -7.899875e+05 ) 
2685 ( 4.577838e+05 , -1.242396e+06 ) 
2686 ( -6.611913e+05 , 1.053717e+06 ) 
2687 ( 4.562413e+05 , -7.220908e+05 ) 
2688 ( -1.312469e+06 , 1.713155e+06 ) 
2689 ( -4.447526e+05 , 1.427673e+06 ) 
2690 ( 1.090147e+06 , -3.982144e+05 ) 
2691 ( -6.634462e+05 , -1.338036e+06 ) 
2692 ( -6.378492e+05 , 6.059381e+05 ) 
2693 ( -5.055662e+05 , 3.386291e+06 ) 
2694 ( -1.772296e+06 , 1.903828e+06 ) 
2695 ( 1.059463e+06 , -1.976655e+05 ) 
2696 ( 5.426385e+05 , 9.854647e+05 ) 
2697 ( -1.458012e+05 , 5.036807e+05 ) 
2698 ( 1.044890e+05 , 3.148711e+05 ) 
2699 ( 5.408424e+05 , -8.334256e+04 ) 
2700 ( 6.513200e+05 , 6.937659e+05 ) 
2701 ( -3.730640e+05 , 1.040624e+06 ) 
2702 ( 3.630978e+05 , 1.142267e+06 ) 
2703 ( 1.166039e+06 , 3.563843e+05 ) 
2704 ( 1.256319e+06 , 1.346838e+06 ) 
2705 ( 4.855749e+05 , 6.664494e+05 ) 
2706 ( 1.069487e+06 , 7.013366e+05 ) 
2707 ( 7.704583e+05 , 8.947522e+05 ) 
2708 ( 1.531595e+06 , 8.579437e+05 ) 
2709 ( 4.433191e+05 , 3.525963e+05 ) 
2710 ( 1.137483e+06 , 1.403760e+06 ) 
2711 ( 1.193726e+06 , 5.005521e+05 ) 
2712 ( 1.320151e+06 , 1.891852e+06 ) 
2713 ( 1.050222e+06 , 7.597491e+05 ) 
2714 ( 1.801115e+06 , 8.623922e+05 ) 
2715 ( -2.605120e+05 , 1.196665e+06 ) 
2716 ( 1.759536e+06 , 2.767029e+06 ) 
2717 ( 8.697772e+05 , 2.163444e+06 ) 
2718 ( 9.258244e+05 , 2.436536e+06 ) 
2719 ( 2.264153e+06 , 2.185609e+06 ) 
2720 ( 1.984853e+06 , 1.677377e+06 ) 
2721 ( 2.421313e+06 , 5.578846e+05 ) 
2722 ( 2.686918e+06 , 2.628993e+06 ) 
2723 ( -5.331451e+05 , -1.295536e+06 ) 
2724 ( 1.205145e+06 , -1.039170e+06 ) 
2725 ( 7.661046e+05 , 1.258965e+06 ) 
2726 ( 2.595686e+06 , 1.437823e+06 ) 
2727 ( 1.868663e+06 , 1.776265e+06 ) 
2728 ( -3.053961e+05 , 7.511398e+05 ) 
2729 ( 1.683763e+06 , 9.923131e+04 ) 
2730 ( 1.692589e+06 , 1.569760e+06 ) 
2731 ( 3.023083e+05 , 2.804395e+06 ) 
2732 ( 1.880410e+06 , 2.241758e+06 ) 
2733 ( 2.491634e+06 , 7.000848e+05 ) 
2734 ( 1.863684e+06 , 2.237554e+06 ) 
2735 ( -1.998091e+06 , 2.220240e+06 ) 
2736 ( 9.988880e+05 , 2.341516e+06 ) 
2737 ( 2.153452e+06 , 1.193732e+05 ) 
2738 ( 1.239306e+06 , 1.962123e+06 ) 
2739 ( -2.671422e+05 , 3.067317e+06 ) 
2740 ( 2.079472e+06 , 2.357418e+06 ) 
2741 ( 2.535698e+06 , 5.761216e+05 ) 
2742 ( 1.510711e+06 , 2.700637e+06 ) 
2743 ( 3.950045e+04 , 1.797475e+06 ) 
2744 ( 2.516187e+06 , 3.046213e+06 ) 
2745 ( 1.954215e+06 , 5.880848e+05 ) 
2746 ( 2.020666e+06 , 2.090047e+06 ) 
2747 ( 9.462871e+05 , 4.094376e+06 ) 
2748 ( 1.554834e+06 , 3.436346e+06 ) 
2749 ( 2.370962e+06 , 1.270436e+06 ) 
2750 ( 2.739840e+06 , 3.775874e+06 ) 
2751 ( -2.189321e+06 , 2.522790e+06 ) 
2752 ( 4.601389e+05 , 2.119242e+06 ) 
2753 ( 1.359825e+06 , -1.079377e+05 ) 
2754 ( 4.837665e+05 , 2.634537e+06 ) 
2755 ( -2.487481e+04 , 3.074802e+06 ) 
2756 ( 2.742593e+06 , 2.087188e+06 ) 
2757 ( 3.481693e+06 , 4.431740e+05 ) 
2758 ( 1.535341e+06 , 2.359981e+06 ) 
2759 ( -5.747173e+05 , 2.567031e+06 ) 
2760 ( 1.421370e+06 , 2.642046e+06 ) 
2761 ( 1.583019e+06 , -2.758689e+05 ) 
2762 ( 2.155155e+06 , 1.789697e+06 ) 
2763 ( 6.476683e+05 , 4.156678e+06 ) 
2764 ( 2.970017e+06 , 2.898119e+06 ) 
2765 ( 3.201532e+06 , 7.375464e+05 ) 
2766 ( 2.073303e+06 , 3.346317e+06 ) 
2767 ( -1.063373e+06 , 2.622552e+06 ) 
2768 ( 4.365834e+05 , 3.343154e+06 ) 
2769 ( 1.005326e+06 , 4.039545e+03 ) 
2770 ( 2.008626e+06 , 2.266991e+06 ) 
2771 ( 1.083541e+06 , 4.671160e+06 ) 
2772 ( 7.836487e+06 , 1.592891e+06 ) 
2773 ( 4.886451e+06 , 1.934999e+06 ) 
2774 ( 1.861054e+06 , 4.330748e+06 ) 
2775 ( 1.779338e+04 , -3.239735e+06 ) 
2776 ( -6.470699e+06 , -6.218199e+06 ) 
2777 ( -3.426764e+06 , -6.153696e+06 ) 
2778 ( -1.744575e+06 , -2.131325e+06 ) 
2779 ( -4.739032e+05 , 6.867190e+05 ) 
2780 ( 1.043419e+06 , 1.750327e+06 ) 
2781 ( 5.330055e+06 , -2.159010e+06 ) 
2782 ( 1.899276e+05 , -4.358385e+06 ) 
2783 ( 3.484903e+06 , 3.284858e+06 ) 
2784 ( -2.289392e+06 , -1.236984e+06 ) 
2785 ( -4.330280e+05 , -1.861932e+06 ) 
2786 ( 3.706158e+05 , 2.417597e+06 ) 
2787 ( -9.980305e+05 , -8.832791e+05 ) 
2788 ( -3.732695e+03 , -2.165213e+06 ) 
2789 ( 9.927909e+05 , -4.154220e+06 ) 
2790 ( -8.858903e+05 , -2.779300e+06 ) 
2791 ( -1.552948e+06 , 1.227488e+05 ) 
2792 ( -1.043455e+06 , -1.322293e+06 ) 
2793 ( 2.287568e+05 , -1.460788e+06 ) 
2794 ( -4.215306e+05 , -1.325880e+06 ) 
2795 ( -1.146541e+06 , -5.105113e+05 ) 
2796 ( -1.003002e+06 , -1.590391e+06 ) 
2797 ( 3.508157e+05 , -2.174054e+06 ) 
2798 ( -9.283111e+05 , -1.657438e+06 ) 
2799 ( -1.503108e+06 , -9.718162e+05 ) 
2800 ( -1.598159e+06 , -2.130951e+06 ) 
2801 ( -5.497879e+05 , -1.349624e+06 ) 
2802 ( -1.333700e+06 , -1.557040e+06 ) 
2803 ( -1.036934e+06 , -7.422724e+05 ) 
2804 ( -1.497023e+06 , -1.726377e+06 ) 
2805 ( -4.877004e+05 , -2.103745e+06 ) 
2806 ( -1.448930e+06 , -2.261134e+06 ) 
2807 ( -1.241748e+06 , -4.987433e+03 ) 
2808 ( -1.867228e+06 , -2.637439e+06 ) 
2809 ( -1.114242e+06 , -2.305693e+06 ) 
2810 ( -1.723272e+06 , -1.652433e+06 ) 
2811 ( -2.994399e+05 , -1.852684e+06 ) 
2812 ( -1.657656e+06 , -2.725344e+06 ) 
2813 ( -1.434989e+06 , -2.254274e+06 ) 
2814 ( -1.707437e+06 , -3.103304e+06 ) 
2815 ( -7.201654e+05 , -9.651065e+05 ) 
2816 ( -1.794611e+06 , -1.161186e+06 ) 
2817 ( -7.924754e+05 , -1.660002e+06 ) 
2818 ( -9.448315e+04 , -1.426746e+06 ) 
2819 ( -1.018575e+06 , -2.336025e+06 ) 
2820 ( -5.082700e+05 , -1.683425e+06 ) 
2821 ( -3.979752e+05 , -2.406819e+05 ) 
2822 ( -1.495370e+06 , -2.206421e+06 ) 
2823 ( -1.784700e+06 , -7.632275e+05 ) 
2824 ( -1.000865e+06 , 7.426815e+04 ) 
2825 ( -1.855908e+06 , -6.803080e+05 ) 
2826 ( -2.929890e+06 , -2.762740e+06 ) 
2827 ( 1.447698e+04 , -1.247960e+06 ) 
2828 ( -1.583153e+06 , -1.877661e+06 ) 
2829 ( -1.449781e+06 , -7.845268e+05 ) 
2830 ( -1.971366e+06 , -2.334350e+06 ) 
2831 ( 2.265145e+05 , -1.880136e+06 ) 
2832 ( -1.337808e+06 , -2.429493e+06 ) 
2833 ( -1.877960e+06 , -9.547007e+05 ) 
2834 ( -1.546119e+06 , -2.120422e+06 ) 
2835 ( 8.145595e+04 , -1.688420e+06 ) 
2836 ( -2.277070e+06 , -2.241876e+06 ) 
2837 ( -1.610185e+06 , -6.509772e+05 ) 
2838 ( -1.292611e+06 , -2.337446e+06 ) 
2839 ( -1.201842e+06 , -1.702706e+06 ) 
2840 ( -2.831428e+06 , -2.431634e+06 ) 
2841 ( -2.472718e+06 , -8.123101e+05 ) 
2842 ( -2.800736e+06 , -2.315587e+06 ) 
2843 ( -2.880286e+05 , -1.766812e+06 ) 
2844 ( -1.585342e+06 , -2.843320e+06 ) 
2845 ( -1.568376e+06 , -9.560672e+05 ) 
2846 ( -2.282323e+06 , -2.531216e+06 ) 
2847 ( 2.521842e+04 , -2.160062e+06 ) 
2848 ( -6.980707e+05 , -1.488063e+06 ) 
2849 ( -1.166543e+06 , -2.057585e+05 ) 
2850 ( -1.312208e+06 , -2.711187e+06 ) 
2851 ( 1.189567e+06 , -1.100017e+06 ) 
2852 ( -1.779355e+06 , -1.319789e+06 ) 
2853 ( -1.476769e+06 , 7.588428e+05 ) 
2854 ( -4.738481e+05 , -9.513319e+05 ) 
2855 ( -1.327331e+06 , -2.188339e+06 ) 
2856 ( -2.892276e+06 , -1.992645e+06 ) 
2857 ( -2.780707e+06 , -5.861612e+04 ) 
2858 ( -2.703111e+06 , -1.840891e+06 ) 
2859 ( 5.845031e+05 , -1.778802e+06 ) 
2860 ( -1.180719e+06 , -2.441523e+06 ) 
2861 ( -8.958417e+05 , 1.782811e+05 ) 
2862 ( -1.886296e+06 , -1.845174e+06 ) 
2863 ( -1.447387e+06 , -2.355069e+06 ) 
2864 ( -3.257452e+06 , -1.724886e+06 ) 
2865 ( -2.394273e+06 , -4.644110e+05 ) 
2866 ( -1.926768e+06 , -2.802743e+06 ) 
2867 ( 1.508247e+06 , 1.449421e+05 ) 
2868 ( -3.036485e+05 , -3.343510e+05 ) 
2869 ( -1.882846e+06 , 1.029297e+06 ) 
2870 ( -2.421766e+06 , -6.634945e+05 ) 
2871 ( 1.710554e+04 , -4.709559e+06 ) 
2872 ( -3.771127e+05 , -8.619227e+05 ) 
2873 ( -1.180070e+06 , 2.076988e+06 ) 
2874 ( -1.296207e+05 , -1.015606e+06 ) 
2875 ( 2.649643e+06 , -1.443688e+06 ) 
2876 ( -8.639779e+05 , 7.578215e+05 ) 
2877 ( -1.581007e+06 , 3.584635e+06 ) 
2878 ( -7.210907e+03 , 2.311439e+05 ) 
2879 ( -3.350767e+05 , -3.209212e+06 ) 
2880 ( -1.125928e+06 , -2.759072e+06 ) 
2881 ( -2.195277e+06 , 2.666120e+05 ) 
2882 ( -1.482214e+06 , -6.069696e+05 ) 
2883 ( 1.557315e+06 , -3.146556e+06 ) 
2884 ( 3.174445e+05 , 1.574373e+06 ) 
2885 ( -6.979833e+05 , 3.499819e+06 ) 
2886 ( -2.115744e+05 , -1.868307e+06 ) 
2887 ( 1.113603e+06 , -5.853573e+05 ) 
2888 ( 4.599542e+05 , -4.187535e+05 ) 
2889 ( -8.626954e+05 , 1.918612e+06 ) 
2890 ( 2.468175e+05 , 1.932147e+06 ) 
2891 ( 1.703384e+06 , -1.682920e+06 ) 
2892 ( 9.385676e+05 , 2.946813e+05 ) 
2893 ( -8.129868e+05 , -5.731008e+05 ) 
2894 ( 9.355249e+05 , -1.205543e+06 ) 
2895 ( 1.051164e+06 , 2.018259e+05 ) 
2896 ( 8.971564e+05 , 1.558890e+06 ) 
2897 ( 5.585045e+05 , 2.499902e+06 ) 
2898 ( 1.033732e+06 , 1.417948e+06 ) 
2899 ( 1.181017e+06 , -8.672354e+05 ) 
2900 ( 1.384995e+06 , 5.931801e+05 ) 
2901 ( -3.354350e+05 , 9.691495e+05 ) 
2902 ( 9.582291e+05 , 9.646793e+05 ) 
2903 ( 9.948156e+05 , -7.823407e+05 ) 
2904 ( 1.457731e+06 , 1.342621e+06 ) 
2905 ( 1.090432e+06 , 1.686928e+06 ) 
2906 ( 1.757586e+06 , 8.491284e+05 ) 
2907 ( 4.327297e+05 , 8.074831e+04 ) 
2908 ( 1.376397e+06 , 2.397050e+06 ) 
2909 ( 6.873134e+05 , 2.086777e+06 ) 
2910 ( 1.309785e+06 , 1.631153e+06 ) 
2911 ( 1.449342e+06 , 1.342284e+06 ) 
2912 ( 1.461972e+06 , 4.795608e+05 ) 
2913 ( 1.232711e+06 , 5.282375e+05 ) 
2914 ( 1.859713e+06 , 2.357076e+06 ) 
2915 ( 8.231803e+05 , -2.230543e+06 ) 
2916 ( 1.382735e+06 , -5.839357e+04 ) 
2917 ( 7.319594e+05 , 1.824615e+06 ) 
2918 ( 1.083327e+06 , 1.180445e+06 ) 
2919 ( 1.469636e+06 , 1.489322e+06 ) 
2920 ( 1.641904e+04 , 7.076124e+05 ) 
2921 ( 1.510821e+06 , 6.167699e+04 ) 
2922 ( 3.194417e+06 , 1.671865e+06 ) 
2923 ( 2.269018e+06 , 1.253877e+06 ) 
2924 ( 2.424693e+06 , 1.491150e+06 ) 
2925 ( 1.037691e+06 , 1.084874e+06 ) 
2926 ( 1.652159e+06 , 1.969760e+06 ) 
2927 ( 1.665018e+06 , 1.106200e+06 ) 
2928 ( 2.897138e+06 , 1.893117e+06 ) 
2929 ( -5.960992e+03 , 1.096503e+06 ) 
2930 ( 1.408436e+06 , 2.189097e+06 ) 
2931 ( 9.458886e+05 , 9.477504e+05 ) 
2932 ( 1.191420e+06 , 1.921972e+06 ) 
2933 ( 8.470821e+05 , 1.654825e+06 ) 
2934 ( 2.556286e+06 , 2.644564e+06 ) 
2935 ( 1.711869e+06 , 1.464488e+06 ) 
2936 ( 1.828434e+06 , 2.457769e+06 ) 
2937 ( 7.919053e+05 , 1.535473e+06 ) 
2938 ( 2.772081e+06 , 2.525484e+06 ) 
2939 ( 2.447424e+06 , 1.020428e+06 ) 
2940 ( 2.730077e+06 , 2.528723e+06 ) 
2941 ( 9.473761e+05 , 1.769143e+06 ) 
2942 ( 1.872346e+06 , 3.054273e+06 ) 
2943 ( 1.576505e+06 , 1.725830e+06 ) 
2944 ( 2.557572e+06 , 2.760461e+06 ) 
2945 ( 5.484970e+05 , 2.017198e+06 ) 
2946 ( 1.334078e+06 , 2.069478e+06 ) 
2947 ( 9.720517e+05 , 7.324831e+05 ) 
2948 ( 1.544320e+06 , 2.844200e+06 ) 
2949 ( 3.654727e+05 , 2.205551e+06 ) 
2950 ( 1.949389e+06 , 2.073051e+06 ) 
2951 ( 1.364656e+06 , -9.416341e+04 ) 
2952 ( 1.392377e+06 , 1.865526e+06 ) 
2953 ( 5.048914e+05 , 2.096538e+06 ) 
2954 ( 3.143936e+06 , 2.673139e+06 ) 
2955 ( 2.844705e+06 , 8.992865e+05 ) 
2956 ( 2.380678e+06 , 2.296885e+06 ) 
2957 ( 1.671429e+06 , 2.666695e+06 ) 
2958 ( 2.674275e+06 , 3.305632e+06 ) 
2959 ( 1.888481e+06 , 9.957475e+05 ) 
2960 ( 3.139114e+06 , 2.878487e+06 ) 
2961 ( 6.074811e+05 , 2.185566e+06 ) 
2962 ( 2.564776e+06 , 2.595390e+06 ) 
2963 ( 2.237111e+06 , 1.575893e+06 ) 
2964 ( 2.501646e+06 , 3.325945e+06 ) 
2965 ( 2.393025e+05 , 2.045226e+06 ) 
2966 ( 1.563540e+06 , 1.544644e+06 ) 
2967 ( 2.148809e+06 , -1.475577e+05 ) 
2968 ( 2.391301e+06 , 2.027372e+06 ) 
2969 ( 9.987718e+04 , 3.530775e+06 ) 
2970 ( 1.538675e+06 , 2.613379e+06 ) 
2971 ( 1.370948e+06 , -2.886350e+05 ) 
2972 ( 1.246766e+06 , 1.834576e+06 ) 
2973 ( -1.014189e+05 , 4.161928e+06 ) 
2974 ( 1.521697e+06 , 1.608886e+06 ) 
2975 ( 2.207194e+06 , -1.114276e+06 ) 
2976 ( 1.695286e+06 , 2.552642e+06 ) 
2977 ( -2.976723e+05 , 2.063194e+06 ) 
2978 ( 1.744646e+06 , 2.907786e+06 ) 
2979 ( 2.019488e+06 , 3.815529e+05 ) 
2980 ( 1.433710e+06 , 1.455379e+06 ) 
2981 ( 3.891788e+05 , 5.200657e+06 ) 
2982 ( 1.325293e+06 , 3.071397e+06 ) 
2983 ( 1.529848e+06 , 9.315373e+05 ) 
2984 ( 1.691200e+06 , 3.835761e+06 ) 
2985 ( -8.576326e+05 , 1.168612e+06 ) 
2986 ( -1.605695e+06 , -2.601497e+06 ) 
2987 ( -3.974942e+06 , -3.189730e+06 ) 
2988 ( 1.889042e+06 , 1.142172e+06 ) 
2989 ( -3.442973e+06 , -1.210655e+06 ) 
2990 ( -4.805275e+06 , -9.751959e+05 ) 
2991 ( 8.921542e+06 , -2.509439e+06 ) 
2992 ( 1.126634e+06 , -2.972519e+06 ) 
2993 ( 1.604401e+06 , 1.745724e+06 ) 
2994 ( 6.711180e+05 , -2.480559e+05 ) 
2995 ( -1.316929e+06 , -8.761294e+05 ) 
2996 ( -1.915294e+06 , 7.162780e+03 ) 
2997 ( -2.799528e+06 , -7.268131e+04 ) 
2998 ( -1.793881e+06 , -1.904265e+06 ) 
2999 ( 7.940609e+04 , -2.468552e+06 ) 
3000 ( -1.271463e+06 , -1.046536e+06 ) 
3001 ( -8.026082e+05 , 4.000776e+05 ) 
3002 ( -1.150416e+06 , -1.628495e+06 ) 
3003 ( -4.953739e+05 , -2.659588e+06 ) 
3004 ( -1.299867e+06 , -1.805352e+06 ) 
3005 ( -1.205874e+06 , 2.207948e+05 ) 
3006 ( -1.600851e+06 , -2.191206e+06 ) 
3007 ( -6.741339e+05 , -2.891417e+06 ) 
3008 ( -1.331407e+06 , -1.799341e+06 ) 
